complaint_nbr,hearing_nbr,final_order_date,discipline_nbr,discipline_imposed,statute,discipline_start_date,discipline_end_date,discipline_satisfied_date,discipline_comments,row_revision,creation_user_code,creation_datetime,update_user_code,update_datetime,id
33304,748,5/24/2013,1,Sus/Pr,7,6/8/2013,6/18/2014,5/1/2014,terminated unsuccessful (new moral character violation),,,,,,10635
34265,748,5/24/2013,1,Sus/Pr,7,6/8/2013,6/18/2014,5/1/2014,terminated unsuccessful (new moral character violation),,,,,,10978
33610,748,5/24/2013,1,Rev,7,,,5/9/2013,,,,,,,10758
32979,748,5/24/2013,1,SP,7,6/22/2011,6/22/2013,6/22/2013,,,,,,,10529
34344,750,8/23/2013,1,Rev,7,8/8/2013,,8/23/2013,,,,,,,11007
33892,750,8/23/2013,1,Rev,4,,,,,,,,,,10859
34450,750,8/23/2013,1,Rev,7,,,,,,,,,,11056
35517,752,12/6/2013,1,VR,7,,,,,,,,,,11471
33101,752,12/6/2013,1,Rev,4,12/6/2013,12/6/2013,12/6/2013,,,,,,,10569
32397,752,12/6/2013,1,Rev,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,10313
34377,752,12/6/2013,1,Rev,7,12/6/2013,,12/6/2013,,,,,,,11018
35065,752,12/6/2013,1,Rev,4,12/6/2013,12/6/2013,12/6/2013,,,,,,,11292
31013,758,2/24/2014,1,VR,7,2/24/2014,2/24/2014,2/24/2014,,,,,,,9892
35233,758,2/24/2014,1,VR,4,2/24/2014,2/24/2014,2/24/2014,,,,,,,11350
34585,758,2/24/2014,1,VR,4,2/24/2014,2/24/2014,2/24/2014,,,,,,,11119
34867,758,2/24/2014,1,DI,,,,,LOA ISSUED,,,,,,11216
34877,758,2/24/2014,1,Rev,7,2/24/2014,2/24/2014,2/24/2014,,,,,,,11221
35055,758,2/24/2014,1,Sus/Pr,7,3/11/2014,3/26/2015,,"Suspension: 3/11/2014 - 3/26/2014
Probation: 3/26/2014 - 3/26/2015
Anger Management",,,,,,11287
34437,758,2/24/2014,1,Sus/Pr,7,3/11/2014,5/10/2015,5/10/2015,Suspension: 3/11/2014 - 5/10/2014Probation: 5/10/2014 - 5/10/2015Ethics,,,,,,11049
35085,758,2/24/2014,1,Sus/Pr,7,3/11/2014,4/10/2015,,"Suspension: 3/11/2014 - 4/10/2014
Probation: 4/10/2014 - 4/10/2015
Ethics",,,,,,11298
34176,758,2/24/2014,1,DI,4,2/24/2014,2/24/2014,2/24/2014,,,,,,,10951
34278,758,2/24/2014,1,DI,7,2/24/2014,2/24/2014,2/24/2014,,,,,,,10982
32844,752,3/21/2014,1,VR,,3/21/2014,3/21/2014,3/21/2014,Fast-Track,,,,,,10481
34436,758,2/24/2014,1,DI,7,,,2/24/2014,,,,,,,11048
35749,758,2/24/2014,1,Rev,7,,,2/24/2014,,,,,,,11551
35899,760,6/20/2014,1,Rev,7,,,5/8/2014,,,,,,,11604
35518,760,6/20/2014,1,Rev,7,,,5/8/2014,,,,,,,11472
34688,760,6/20/2014,1,VR,7,6/20/2014,,6/20/2014,,,,,,,11151
35480,760,6/20/2014,1,Sus/Pr,7,7/5/2014,7/15/2015,,"Suspension: 7/5/2014-7/15/2014
Probation: 7/15/2014-7/15/2015
Anger Management",,,,,,11458
29772,760,6/20/2014,1,Sus/Pr,7,6/20/2014,12/9/2015,,Suspension: serve by 12-17-2014Probation: serve by 12-17-2015Fitness for DutySubstance Abuse,,,,,,9489
33607,760,6/20/2014,1,Sus/Pr,7,12/17/2014,,,"Suspension: serve by 12-17-2014
Probation: serve by 12-17-2015
Substance Abuse",,,,,,10757
35010,760,6/20/2014,1,Rev,4,6/20/2014,6/20/2014,,,,,,,,11266
35277,760,6/20/2014,1,Sus/Pr,7,7/5/2014,1/8/2015,1/8/2015,2  day prospective SUSPENSION of certification to begin 15 days after the filing of the Final Order; 6 month period of PROBATION to begin upon the conclusion of the suspension period; provide staff with proof of successful completion of a Commission approved anger management counseling prior to the end of the probationary period.,,,,,,11371
36208,760,6/20/2014,1,VR,4,6/20/2014,,,,,,,,,11728
33321,760,6/20/2014,1,Rev,7,6/20/2014,,6/20/2014,,,,,,,10641
35781,760,6/20/2014,1,VR,7,6/20/2014,6/20/2014,,,,,,,,11563
35464,760,6/20/2014,1,Rev,4,6/20/2014,,6/20/2014,,,,,,,11452
35891,760,6/20/2014,1,Rev,P,6/20/2014,,6/20/2014,,,,,,,11600
35111,760,6/20/2014,1,Rev,4,6/20/2014,,6/20/2014,,,,,,,11308
34481,760,6/20/2014,1,Rev,7,6/20/2014,,6/20/2014,,,,,,,11072
36319,760,6/20/2014,1,Rev,4,6/20/2014,,6/20/2014,,,,,,,11770
35917,760,6/20/2014,1,Rev,4,6/20/2014,,6/20/2014,,,,,,,11610
35639,760,6/20/2014,1,Rev,7,6/20/2014,,6/20/2014,,,,,,,11514
36132,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11688
34785,760,6/20/2014,1,Rev,4,6/20/2014,,6/20/2014,,,,,,,11189
36122,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11683
35817,760,6/20/2014,1,Rev,4,6/20/2014,,6/20/2014,,,,,,,11572
35837,760,6/20/2014,1,Rev,7,,,,,,,,,,11581
35902,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11605
36140,760,6/20/2014,1,Rev,4,,,,,,,,,,11692
36053,760,6/20/2014,1,Sus/Pr,4,7/5/2014,8/4/2015,,,,,,,,11667
35609,760,6/20/2014,1,PR,4,7/5/2014,1/5/2015,1/5/2015,,,,,,,11503
35831,760,6/20/2014,1,Rev,7,,,,,,,,,,11577
35234,760,6/20/2014,1,Rev,7,,,,,,,,,,11351
34440,760,6/20/2014,1,Rev,4,,,,,,,,,,11050
36143,760,6/20/2014,1,VR,7,,,,,,,,,,11693
35041,760,6/20/2014,1,DI,,,,,,,,,,,11279
31729,760,6/20/2014,1,DI,,,,,,,,,,,10090
33247,760,6/20/2014,1,Sus/Pr,7,7/5/2014,9/3/2015,,ethics,,,,,,10614
35986,760,6/20/2014,1,Sus/Pr,7,7/5/2014,8/4/2015,,use of force.,,,,,,11634
35698,760,6/20/2014,1,Sus/Pr,7,12/4/2013,10/3/2015,10/3/2015,10 mos. retro. suspension (12/04/13-07/04/14); 90 day prosp. suspension (07/05/14 - 10/03/14); 1 yr. probation (10/03/14-10/03/15); (10/03/15) Ethics (05/17/14 Completed),,,,,,11541
35299,760,6/20/2014,1,Sus/Pr,7,5/8/2014,8/7/2015,8/7/2015,15 day prosp. susp.(within 180 days of Final Order)(08/06/14 Completed); 1 yr. probation (08/07/14-08/07/15); Anger Mgmt. Counseling (08/04/15),,,,,,11381
36138,760,6/20/2014,1,VR,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11690
34803,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11194
34404,760,6/20/2014,1,LG,7,6/20/2014,6/20/2014,6/20/2014,"Dismissed A/C, issued LOG",,,,,,11036
35060,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11290
36011,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11646
32994,760,6/20/2014,1,Sus/Pr,4,7/5/2014,10/3/2015,,90 day prospective SUSPENSION beginning 15 days following the filing of the Final Order;1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved ethics course and use-of-force training prior to the end of the probationary period.,,,,,,10536
35640,760,6/20/2014,1,PR,7,7/5/2014,12/5/2014,12/5/2014,6 Month PROBATION beginning 15 days following the filing of the Final Order; provide staff with proof of successful completion of Commission approved substance abuse counseling prior to the end of the probationary period.,,,,,,11515
35093,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11300
35895,760,6/20/2014,1,DI,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11602
35363,760,6/20/2014,1,DI,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11410
35130,760,6/20/2014,1,DI,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11319
35626,760,6/20/2014,1,DI,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11510
35734,760,6/20/2014,1,Rev,7,,,,,,,,,,11548
36075,760,6/20/2014,1,VR,7,,,,,,,,,,11674
30978,760,6/20/2014,1,Rev,4,,,,,,,,,,9881
31001,760,6/20/2014,1,Rev,4,,,,,,,,,,9886
35865,760,6/20/2014,1,VR,7,,,,,,,,,,11589
36279,760,6/20/2014,1,Rev,7,,,,,,,,,,11750
35972,760,6/20/2014,1,Rev,P,,,,,,,,,,11629
35613,760,6/20/2014,1,Sus/Pr,7,7/5/2014,1/1/2016,,Ethics,,,,,,11504
35102,760,6/20/2014,1,Sus/Pr,7,7/5/2014,7/5/2016,6/24/2016,Anger Mgmt,,,,,,11303
36294,760,6/20/2014,1,Sus/Pr,7,7/5/2014,7/20/2015,,Anger Mgmt,,,,,,11759
33521,760,7/7/2014,1,Rev,4,7/7/2014,,7/7/2014,,,,,,,10727
34758,760,6/20/2014,1,PR,7,7/5/2014,1/5/2015,1/5/2015,6 month retroactive SUSPENSION; 6 month PROBATION beginning 15 days following the filing of the Final Order; provide staff with proof of successful completion of Commission approved use for force training prior to the end of the probationary period.,,,,,,11181
35751,760,6/20/2014,1,Sus/Pr,7,7/5/2014,7/15/2015,,10 day prospective Suspension beginning 15 days following the filing of the Final Order; 1 year Probation to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved anger management course prior to the end of the probationary period.,,,,,,11553
36147,760,6/20/2014,1,Sus/Pr,7,7/5/2014,8/4/2015,8/4/2015,30 day prospective SUSPENSION beginning 15 days following the filing of the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved anger management and ethics courses prior to the end of the probationary period.,,,,,,11695
35469,760,6/20/2014,1,Sus/Pr,7,7/5/2014,12/19/2016,12/19/2016,Forty-five day prospective Suspension to be served within 180 days of the filing of the Final Order; two year Probation to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved substance abuse counseling and random drug screens prior to the conclusion of the probationary period.,,,,,,11454
34732,758,2/24/2014,1,Rev,P,2/24/2014,,2/24/2014,,,,,,,11172
36076,760,6/20/2014,1,Rev,7,,,,,,,,,,11675
34793,764,8/25/2014,1,Rev,7,8/25/2014,,8/25/2014,,,,,,,11191
36412,764,8/25/2014,1,Rev,7,8/25/2014,,8/25/2014,,,,,,,11814
34401,748,5/24/2013,1,Rev,7,,,5/9/2013,,,,,,,11033
33484,748,5/24/2013,1,Rev,7,,,5/9/2013,,,,,,,10715
34700,748,5/24/2013,1,PR,7,6/8/2013,12/8/2013,12/8/2013,,,,,,,11159
33378,748,5/24/2013,1,Rev,7,,,5/9/2013,,,,,,,10667
34893,748,5/24/2013,1,DI,7,,,5/9/2013,,,,,,,11229
28736,748,5/24/2013,1,DI,7,,,5/9/2013,,,,,,,9208
34478,748,5/24/2013,1,VR,P,5/9/2013,,,,,,,,,11071
35029,750,8/23/2013,1,Rev,P,8/23/2013,8/23/2013,8/23/2013,,,,,,,11273
34759,750,8/23/2013,1,Rev,P,8/23/2013,8/23/2013,8/23/2013,,,,,,,11182
34977,750,8/23/2013,1,PR,7,9/7/2013,3/7/2014,3/7/2014,ethics.,,,,,,11256
33041,750,8/23/2013,1,Sus/Pr,7,9/7/2013,10/7/2014,,Ethics,,,,,,10548
35145,764,8/25/2014,1,Rev,4,8/25/2014,8/25/2014,8/25/2014,,,,,,,11327
36703,764,8/25/2014,1,Rev,4,8/25/2014,8/25/2014,8/25/2014,,,,,,,11918
36705,764,8/25/2014,1,Rev,4,8/25/2014,8/25/2014,8/25/2014,,,,,,,11920
34728,764,8/27/2014,1,Rev,7,8/27/2014,,,,,,,,,11170
34456,764,8/25/2014,1,Sus/Pr,7,9/9/2014,10/24/2015,10/24/2015,,,,,,,11060
36348,767,11/24/2014,1,Sus/Pr,7,12/9/2014,1/9/2016,1/9/2016,1 year retroactive SUSPENSION of certification; 30 day prospective SUSPENSION of certification to begin 15 days after the filing of the Final Order; 1 year period of PROBATION to begin following the completion of the suspension period; provide staff with proof of successful completion of Commission-approved parental counseling prior to the end of the probationary period.,,,,,,11782
35030,750,8/23/2013,1,Rev,7,,,8/23/2013,,,,,,,11274
34994,750,8/23/2013,1,Rev,7,,,8/23/2013,,,,,,,11261
33453,750,8/23/2013,1,Rev,7,8/23/2013,8/23/2013,8/23/2013,,,,,,,10703
33995,750,8/23/2013,1,PR,7,9/7/2013,3/7/2014,3/7/2014,firearms.,,,,,,10899
34502,750,8/23/2013,1,Rev,7,,,,,,,,,,11080
34971,750,8/23/2013,1,Rev,7,,,8/8/2013,,,,,,,11253
35283,750,8/23/2013,1,Rev,P,,,,,,,,,,11375
32757,752,12/6/2013,1,Rev,7,,,,,,,,,,10457
34538,752,12/6/2013,1,Rev,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,11096
34936,752,12/6/2013,1,Rev,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,11241
35332,752,12/6/2013,1,Rev,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,11396
35241,752,12/6/2013,1,Sus/Pr,7,12/21/2013,12/31/2014,,"Parenting
8/12/2014- Decertified 5/8/2014",,,,,,11355
35042,752,12/6/2013,1,VR,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,11280
35542,758,2/24/2014,1,Rev,7,2/24/2014,2/24/2014,2/24/2014,,,,,,,11483
32327,758,2/24/2014,1,Rev,7,2/24/2014,2/24/2014,2/24/2014,,,,,,,10288
34898,758,2/24/2014,1,Rev,7,2/24/2014,2/24/2014,2/24/2014,,,,,,,11230
35785,758,2/24/2014,1,Sus/Pr,7,,,,ethics.,,,,,,11564
35193,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,,,,,,,,11339
33588,760,6/20/2014,1,DI,7,6/20/2014,6/20/2014,,,,,,,,10749
33905,760,6/20/2014,1,Rev,4,6/20/2014,6/20/2014,6/20/2014,,,,,,,10867
31850,760,6/20/2014,1,Rev,4,,,,,,,,,,10132
35850,760,6/20/2014,1,Sus/Pr,7,6/20/2014,8/13/2015,,25 day prospective SUSPENSION to be served within 180 days following the filing of the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved substance abuse counseling and ethics training prior to the end of the probationary period.,,,,,,11584
35188,760,6/20/2014,1,Rev,7,6/20/2014,6/20/2014,6/20/2014,,,,,,,11338
35926,760,6/20/2014,1,PR,7,7/5/2014,12/5/2014,12/5/2014,6 month PROBATION begining 15 days following the filing of the Final Order; provide staff with proof of successful completion of Commission approved substance abuse counseling prior to the end of the probationary period.,,,,,,11615
35564,760,6/20/2014,1,Sus/Pr,7,8/20/2014,8/30/2015,8/30/2015,,,,,,,11491
35591,764,8/25/2014,1,VR,7,8/7/2014,8/7/2014,8/7/2014,,,,,,,11501
35380,764,8/25/2014,1,Sus/Pr,7,9/9/2014,10/20/2015,10/20/2015,1 yr. retroactive suspension (08/25/14-08/25/13); 40 day prospective suspension (09/09/14-10/19/14); 1 yr. probation (10/20/14-10/20/15); Ethics (02/11/15 Completed),,,,,,11414
35692,764,8/25/2014,1,Sus/Pr,7,,9/19/2015,,Suspension must be served by 3/8/2015Probation must be served by 3/8/2016Anger Management,,,,,,11538
35814,764,8/25/2014,1,Rev,7,8/25/2014,8/25/2014,8/25/2014,,,,,,,11570
36028,764,8/25/2014,1,Rev,7,8/25/2014,8/25/2014,8/25/2014,,,,,,,11652
35302,764,8/25/2014,1,Rev,4,8/25/2014,8/25/2014,8/25/2014,,,,,,,11382
34947,764,8/25/2014,1,Rev,4,8/25/2014,8/25/2014,8/25/2014,,,,,,,11247
35476,767,11/24/2014,1,Rev,7,11/24/2014,,11/24/2014,,,,,,,11457
36541,767,11/24/2014,1,Rev,4,11/24/2014,,11/24/2014,,,,,,,11865
36737,767,11/24/2014,1,Rev,7,,,,,,,,,,11931
37112,767,12/9/2014,1,VR,7,12/9/2014,12/9/2014,12/9/2014,,,,,,,12067
37126,767,11/24/2014,1,Sus/Pr,7,12/9/2014,1/8/2016,1/8/2016,30 Day Prospective Suspension beginning 15 days following the filing of the Final Order; 1 Year Probation to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved course in Ethics prior to the end of the probationary period.,,,,,,12072
36975,767,11/24/2014,1,Sus/Pr,7,12/9/2014,1/8/2016,1/8/2016,30 day Suspension beginning 15days following the filing of the Final Order; 1 year Probation to begin at the conclusion of the Suspension period; provide staff with proof of successful completion of Commission approved fitness/evaluation for duty examination prior to the end of the probationary period.,,,,,,12018
35679,767,11/24/2014,1,Sus/Pr,7,12/9/2014,12/14/2015,12/14/2015,Five day prospective SUSPENSION beginning 15 days following the filing of the Final Order; One year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved Ethics course prior to the end of the probationary period.,,,,,,11533
36553,767,11/24/2014,1,Sus/Pr,7,12/9/2014,1/3/2016,,25 day prospective Suspension to begin 15 days following the filing of the Final Order; 1 year Probation to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission-approved substance abuse counseling and parenting course.,,,,,,11871
37131,767,11/24/2014,1,Rev,7,,,11/6/2014,,,,,,,12075
34360,767,11/24/2014,1,Rev,,,,11/6/2014,,,,,,,11013
36726,767,11/24/2014,1,Rev,7,,,11/6/2014,,,,,,,11929
35928,767,11/24/2014,1,Rev,7,,,11/6/2014,,,,,,,11617
36773,767,12/15/2014,1,Sus/Pr,7,12/15/2014,5/26/2016,,30 prosp. susp. (Completed 02/27/15);1 yr. prob.(02/28/15-02/28/16); Prob. extended 3 mos to allow comp. of counseling. New end dt: 06/01/16 Substance Abuse counseling (05/26/16 Completed); Anger Mgmt. counseling (05/26/16 Completed),,,,,,11951
36041,767,12/15/2014,1,Sus/Pr,7,12/30/2014,2/28/2016,,Anger Mgmt/ Use of Force,,,,,,11659
37130,771,2/20/2015,1,Rev,7,,,2/20/2015,,,,,,,12074
37102,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,12064
37067,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,12048
36502,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,11851
36871,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,11983
37434,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,12181
36872,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,11984
36242,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,11739
35773,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,11559
36859,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,11978
36875,771,2/20/2015,1,Rev,7,,,2/5/2015,,,,,,,11986
36162,771,2/20/2015,1,Sus/Pr,7,3/7/2015,9/7/2015,9/7/2015,Probation: 3/7/2015 - 9/7/2015Substance Abuse,,,,,,11705
37169,771,2/20/2015,1,VR,P,2/5/2015,2/5/2015,2/5/2015,,,,,,,12088
31232,771,2/20/2015,1,DI,,,,,,,,,,,9949
35905,771,2/20/2015,1,Rev,P,2/5/2015,2/5/2015,2/5/2015,,,,,,,11607
36629,771,2/20/2015,1,Rev,P,2/5/2015,2/5/2015,2/5/2015,,,,,,,11891
36735,771,2/20/2015,1,Rev,7,2/5/2015,2/5/2015,2/5/2015,,,,,,,11930
36824,771,2/20/2015,1,Rev,P,2/5/2015,2/5/2015,2/5/2015,,,,,,,11971
36863,771,2/20/2015,1,Sus/Pr,P,3/7/2015,9/7/2015,9/7/2015,6 mos. probation beginning 15 days following F.O. (03/07/15-09/07/15); Substance Abuse Counseling (07/07/15),,,,,,11980
36710,771,2/20/2015,1,Sus/Pr,7,3/7/2015,4/22/2016,4/22/2016,45-day prospective suspension of certification to begin 15 days after the filing of the Final Order; 1-year period of probation to begin after the conclusion of the suspension period; provide staff with proof of successful completion of Commission-approved Use of Force training prior to beginning future employment as a Florida officer.,,,,,,11923
32962,771,2/20/2015,1,Sus/Pr,7,,,,30-day prospective suspension of certification to be served within 180 days of the entry of the Final Order; 1-year period of probation to begin after the completion of the suspension period; provide staff with proof of successful completion of Commission-approved ethics training prior to the end of the probationary period.,,,,,,10526
33621,771,2/20/2015,1,Sus/Pr,7,3/7/2015,4/8/2016,4/8/2016,30 day prospective suspension of certification to begin 15 days following the filing of the Final Order; 1 year period of probation to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission-approved substance abuse counseling prior to the end of the probationary period.,,,,,,10763
37455,771,2/20/2015,1,Rev,4,,,,,,,,,,12187
36646,771,2/20/2015,1,VR,7,2/20/2015,,2/20/2015,,,,,,,11898
34941,771,2/20/2015,1,DI,4,,,,Granted respondent's motion to vacate final order,,,,,,11243
36581,771,2/20/2015,1,Rev,7,2/20/2015,,,,,,,,,11879
37037,771,2/20/2015,1,Rev,7,2/20/2015,,,,,,,,,12036
36454,771,2/20/2015,1,Rev,4,2/20/2015,,,,,,,,,11825
32946,771,2/20/2015,1,Rev,7,,,,,,,,,,10521
37244,771,2/20/2015,1,Sus/Pr,7,2/20/2015,3/27/2016,3/27/2016,5 day prospective SUSPENSION to be served within 180 days of the filing of the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission approved ethics course prior to the end of the probationary period.,,,,,,12112
36196,771,2/20/2015,1,Rev,7,2/20/2015,2/20/2015,2/20/2015,,,,,,,11723
34764,771,2/20/2015,1,Rev,4,2/20/2015,2/20/2015,2/20/2015,,,,,,,11184
35765,773,5/22/2015,1,Sus/Pr,7,6/6/2015,7/2/2016,7/2/2016,25 day prospective SUSPENSION beginning 15 days following the filing of the Final Order; 1 year period of PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission-approved substance abuse counseling prior to end of probationary period.,,,,,,11558
36630,773,5/22/2015,1,Sus/Pr,7,,,,10 day prospective SUSPENSION to be served within 180 days of the filing of the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission-approved substance abuse counseling prior to the end of the probationary period.,,,,,,11892
37513,773,5/22/2015,1,Rev,7,5/7/2015,,5/7/2015,,,,,,,12202
36592,773,5/22/2015,1,Rev,4,5/22/2015,,5/22/2015,,,,,,,11882
36007,773,5/22/2015,1,Rev,4,5/22/2015,,5/22/2015,,,,,,,11643
37450,773,5/22/2015,1,VR,7,,,,,,,,,,12184
36643,773,5/22/2015,1,Rev,7,,,,,,,,,,11895
36263,773,5/22/2015,1,Rev,7,,,,,,,,,,11747
37081,773,5/22/2015,1,Rev,4,,,,,,,,,,12054
35678,773,5/22/2015,1,Rev,4,,,,,,,,,,11532
35940,773,5/22/2015,1,Rev,P,,,,,,,,,,11624
35362,773,5/22/2015,1,DI,,,,,,,,,,,11409
36764,773,5/22/2015,1,Sus/Pr,7,6/6/2015,6/26/2016,5/10/2016,Dismiss charge of Petit Theft and Resisting Theft Recovery Efforts; 20 Day Prospective SUSPENSION beginning 15 days following the filing of the Final Order; 1 Year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission-approved anger management training prior to the end of the probationary period,,,,,,11946
37431,773,5/22/2015,1,VR,4,5/7/2015,5/7/2015,5/7/2015,,,,,,,12178
36780,773,5/22/2015,1,Rev,4,5/7/2015,5/7/2015,5/7/2015,,,,,,,11955
37322,773,5/7/2015,1,Rev,4,5/7/2015,5/7/2015,5/7/2015,,,,,,,12136
37078,773,5/22/2015,1,Rev,4,5/7/2015,5/7/2015,5/7/2015,,,,,,,12051
36214,773,5/22/2015,1,Rev,4,5/7/2015,5/7/2015,5/7/2015,,,,,,,11730
37459,773,5/22/2015,1,Rev,4,5/7/2015,5/7/2015,5/7/2015,,,,,,,12189
35409,773,5/22/2015,2,SP,7,6/6/2015,12/3/2015,12/3/2015,Prospective (Beginning 15 days following filing of the Final Order),,,,,,11425
35409,773,5/22/2015,3,PR,7,12/4/2015,12/4/2016,12/4/2016,Must complete Ethics prior to conclusion of probation,,,,,,11426
37760,773,5/22/2015,1,PR,7,6/6/2015,12/6/2015,12/6/2015,Probation begins 15 days following filing of the Final Order (05/22/15),,,,,,12287
37760,773,5/22/2015,2,None,7,5/7/2015,12/6/2015,10/5/2015,Substance Abuse Counseling (Due before probation terminates.),,,,,,12288
35873,773,5/22/2015,1,SP,7,4/22/2015,5/22/2015,5/22/2015,Retroactive,,,,,,11591
33290,750,8/23/2013,1,VR,4,,,,,,,,,,10628
32807,750,8/23/2013,1,Sus/Pr,7,9/20/2013,12/4/2014,12/4/2014,fitness for duty eval.,,,,,,10469
34876,750,8/23/2013,1,Rev,7,8/8/2013,,8/8/2013,,,,,,,11220
33835,750,8/23/2013,1,DI,7,8/23/2013,,8/23/2013,an issue LOA.,,,,,,10838
34811,750,8/23/2013,1,Rev,7,,,8/8/2013,,,,,,,11196
32207,750,8/23/2013,1,Rev,7,,,8/8/2013,,,,,,,10250
34526,750,8/23/2013,1,VR,7,,,8/8/2013,,,,,,,11092
35106,752,12/6/2013,1,Rev,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,11305
35604,752,12/6/2013,1,VR,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,11502
35677,752,12/10/2013,1,Rev,P,,,,,,,,,,11531
35238,752,12/6/2013,1,Sus/Pr,7,12/21/2013,1/20/2015,,Six months retroactive SUSPENSION; Thirty days prospective SUSPENSION to begin fifteen days following the filing of the Final Order; One year PROBATION to commence at the conclusion of the prospective suspension; Provide Staff with proof of successful completion of approved ethics course prior to the end of the probationary period.,,,,,,11354
34695,752,12/6/2013,1,VR,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,11156
32340,752,12/6/2013,1,VR,7,12/6/2013,,12/6/2013,,,,,,,10290
35361,752,12/6/2013,1,Rev,7,12/6/2013,,12/6/2013,,,,,,,11408
34299,752,12/6/2013,1,Rev,7,12/6/2013,12/6/2013,12/6/2013,,,,,,,10991
35873,773,5/22/2015,4,None,7,5/7/2015,6/22/2016,2/2/2016,"Random Drug Screenings:  
Done w/(-) results on 08/14/15: Done w/(-) results on 11/21/15: Done w/(-) results on 02/02/16",,,,,,11594
37677,773,5/22/2015,1,VR,P,,,,,,,,,,12263
37556,773,5/22/2015,1,DI,P,5/22/2015,,,,,,,,,12217
38107,773,5/22/2015,1,DI,P,5/22/2015,,,,,,,,,12394
36767,773,5/22/2015,1,Rev,7,,,5/7/2015,,,,,,,11948
36752,773,5/22/2015,1,Rev,7,,,5/7/2015,,,,,,,11938
35513,773,5/22/2015,1,Rev,7,,,5/7/2015,,,,,,,11470
36759,773,5/22/2015,1,Rev,7,,,5/7/2015,,,,,,,11943
36318,773,5/22/2015,1,VR,7,,,5/7/2015,,,,,,,11769
37198,773,5/22/2015,1,Rev,7,,,5/7/2015,,,,,,,12098
37132,773,5/22/2015,1,Sus/Pr,7,5/22/2015,7/18/2016,,,,,,,,12076
37075,773,5/22/2015,1,Sus/Pr,7,,,11/18/2016,,,,,,,12050
36796,773,5/22/2015,1,Sus/Pr,7,,,11/18/2016,,,,,,,11960
35851,773,5/22/2015,1,Sus/Pr,7,6/6/2015,7/6/2016,,30 day prospective SUSPENSION beginning 15 days following the Final Order; 1 year PROBATION to begin at the conclusion of the suspension period; provide staff with proof of successful completion of Commission-approved anger management counseling prior to the end of the probationary period.,,,,,,11585
36960,773,5/22/2015,1,Rev,7,,,,,,,,,,12014
37496,773,5/22/2015,1,Rev,7,,,,,,,,,,12200
36292,773,5/22/2015,1,Rev,7,,,,,,,,,,11758
36908,773,5/22/2015,1,Rev,7,,,,,,,,,,11992
