complaint_nbr,offense_code,offense_seq_nbr,case_related,offense_comments,row_revision,offense_prefix,offense_date,guideline_penalty,creation_user_code,creation_datetime,update_user_code,update_datetime
44529,2607,1,,,,,01/31/2018,10,flakes-fj,27-Mar-19,flakes-fj,24-Apr-19
44529,7310,1,,944.35(4)(a),,,01/31/2018,6,flakes-fj,27-Mar-19,flakes-fj,24-Apr-19
44530,7318,1,,,,,Between 9-28-2018 & 10-31-2018,3,oconnell-ct,18-Nov-19,,
44533,1350,1,,,,,3-7-2019,8,oconnell-ct,12-Dec-19,,
44535,1376,1,,,,,,,oconnell-ct,16-Mar-21,,
44536,5200,1,,Discharge Firearm in Public,,1,3/10/2019,6,price-sl,02-Apr-19,price-sl,02-Apr-19
44538,7303,1,,Inmate - Written or Oral Communication,,,On or Between 5/15/2017 & 6/12/2017,3,price-sl,15-Aug-19,price-sl,08-Oct-19
44539,5802,1,,,,2,11-182019,3,price-sl,28-Jan-20,,
44540,1360,1,,(slight to moderate injury),,,12-13-2018,10,flakes-fj,17-Jun-19,flakes-fj,10-Jan-20
44543,5404,1,,,,,2-2-2019,7,johnson-vx2,11-Apr-19,,
44546,5802,1,,Conspiracy to commit,,,November 2018,3,price-sl,03-Dec-20,,
44546,7305,1,,Soliciting,,,November 2018,3,price-sl,03-Dec-20,price-sl,03-Dec-20
44548,3620,1,,(2 counts),,,On or between 2-1-2018 & 3-31-2018,3,moon-mx1,26-Jun-19,moon-mx1,15-Aug-19
44551,3572,1,,Methamphetamine,,2,3-11-2020,3,oconnell-ct,27-Apr-20,lehman-rs,29-Jun-20
44552,5802,1,,,,,3-17-2019,,bremer-tb2,14-Oct-20,,
44553,3533,1,,,,,12-5-2018,10,oconnell-ct,20-Mar-19,,
44555,5709,1,,,,,On or about 05-15-2018 & 05-16-2018,6,flakes-fj,04-Mar-21,,
44556,5404,1,,,,,1-19-2019,7,moon-mx1,19-Mar-19,,
44557,3616,1,,,,2,3-9-2020,3,moon-mx1,24-Mar-20,moon-mx1,24-Mar-20
44558,3801,1,,Abuse of Elderly Person or Disbled Adult,,,2-6-2019,8,moon-mx1,14-Aug-19,,
44561,1360,1,,,,,3/11/2019,2,bremer-tb2,15-May-19,bremer-tb2,15-May-19
44562,3562,1,,Not more than 20 grams,,,3-10-2019,3,price-sl,21-Mar-19,bremer-tb2,18-Jun-19
44563,1361,1,,,,,3-7-2019,2,price-sl,21-Mar-19,bremer-tb2,10-Jun-19
44564,2317,1,,,,,3-5-2019,8,price-sl,21-Mar-19,bremer-tb2,01-May-20
44565,5404,1,,,,1,3-27-2019,7,price-sl,21-Mar-19,bremer-tb2,10-Jun-20
44566,7316,1,,,,,1-10-2018,6,price-sl,21-Mar-19,bremer-tb2,18-Apr-19
44567,7316,1,,,,,6-4-2018,6,price-sl,21-Mar-19,bremer-tb2,18-Apr-19
44568,7316,1,,,,,6-4-2018,6,price-sl,21-Mar-19,bremer-tb2,18-Apr-19
44569,7316,1,,,,,,,price-sl,21-Mar-19,,
44570,7316,1,,,,,,,price-sl,21-Mar-19,,
44571,7316,1,,,,,,,price-sl,21-Mar-19,,
44572,7316,1,,,,,2-9-2018,6,price-sl,21-Mar-19,bremer-tb2,18-Apr-19
44574,3704,1,,sexual conduct by a child (18 counts),,2,3-12-2019,3,bremer-tb2,22-Mar-19,bremer-tb2,26-Aug-19
44575,8026,1,,,,,03/21/2019,,flakes-fj,04-Apr-19,,
44576,8026,1,,Fast Track VR,,,03/21/2019,,flakes-fj,04-Apr-19,,
44577,3618,1,,,,,3-15-2019,3,bremer-tb2,22-Mar-19,bremer-tb2,22-Mar-19
44578,1361,1,,,,,03/08/2019,2,flakes-fj,22-Mar-19,,
44579,5404,1,,,,,03/09/2019,7,flakes-fj,22-Mar-19,,
44582,8027,1,,"On August 6 and August 7, 2018, while assigned as A-Dormitory Housing Supervisor and staffing the officers’ station, the failed to secure the officers’ station at all times, allowing multiple inmates to enter and exit the officers’ station during his shifts; also failed to secure the A-Dormitory wing doors, laundry room door and restroom door, resulting in inmates having access to these areas; when the employee observed the Officer staffing the officers’ station allowing the officers’ station door to remain open, he failed to correct the matter and failed to report the rule violations.",,,,,johnson-vx2,15-Apr-19,,
44586,2607,1,,,,,,,johnson-vx2,26-Mar-19,,
44587,4004,1,,Offering to Commit or Engage in Prostitution,,1,1-14-2020,11,moon-mx1,28-Aug-20,oconnell-ct,08-Jan-21
44588,7318,1,,Inmate,,,On or between 03-04-2019 and 3-18-2019,3,flakes-fj,21-Oct-19,flakes-fj,27-Feb-20
44589,8000,1,,,,,,,oconnell-ct,05-Apr-19,,
44590,2607,1,,,,,1/31/2019,6,price-sl,31-Jul-19,,
44591,7316,1,,,,,02/02/2018,6,flakes-fj,26-Mar-19,whiddon-km,01-May-19
44592,5404,1,,with PROPERTY DAMAGE (3 counts),,,03-13-2019,7,flakes-fj,27-Mar-19,flakes-fj,05-Jan-21
44593,5404,1,,,,,03-18-2019,7,flakes-fj,27-Mar-19,flakes-fj,12-Dec-19
44594,7303,1,,an Inmate (Physical Contact),,,11-11-2018,3,whiddon-km,14-Jun-19,whiddon-km,19-Aug-19
44595,3802,1,,2 Counts,,,,,johnson-vx2,15-Apr-19,,
44595,3601,1,,,,,,,johnson-vx2,15-Apr-19,,
44596,5012,1,,,,,1-30-2019,9,bremer-tb2,27-Mar-19,bremer-tb2,26-Apr-19
44597,5404,1,,,,,3-14-2019,7,torres-ap,17-Apr-19,torres-ap,19-Nov-19
44598,3533,1,,,,,11-10-2018,10,bremer-tb2,05-Apr-19,bremer-tb2,24-Jul-19
44599,8026,1,,,,,03/21/2019,,flakes-fj,05-Apr-19,,
44600,8027,1,,,,,,,torres-ap,23-Jul-19,,
44601,1361,1,,,,,7-13-2018,2,torres-ap,18-Jul-19,,
44603,5802,1,,Possession of Contraband at State Correctional Institution,,,2-4-2019,8,whiddon-km,12-Jun-19,whiddon-km,04-Oct-19
44604,7303,1,,,,,,,price-sl,29-Mar-19,,
44605,8026,1,,Fast Track VR,,,,,flakes-fj,29-Mar-19,,
44606,5012,1,,,,,3-28-2019,9,johnson-vx2,29-Mar-19,,
44607,2318,1,,,,2,7/24/2019,3,price-sl,29-Mar-19,price-sl,30-Jul-19
44608,1361,1,,,,,9/29/2018,2,price-sl,29-Mar-19,price-sl,09-Aug-19
44610,3585,1,,Cocaine,,,3-22-2019,3,price-sl,29-Mar-19,price-sl,07-Oct-19
44611,7307,1,,DAVID,,,,,price-sl,05-Apr-19,,
44613,2318,1,,,,2,7-16-2019,3,whiddon-km,01-Apr-19,whiddon-km,02-Oct-19
44614,1361,1,,,,,,,whiddon-km,01-Apr-19,whiddon-km,17-Jun-19
44616,2907,1,,- $1000 or more,,,3-21-2019,8,whiddon-km,07-May-19,whiddon-km,23-Aug-19
44617,7317,1,,,,,,,whiddon-km,01-Apr-19,,
44618,7316,1,,,,,Between 2-7-2018 & 11-9-2018,6,bremer-tb2,01-Apr-19,bremer-tb2,01-Apr-19
44619,2615,1,,,,,on or between 2-27-2019 & 2-28-2019,6,moon-mx1,13-May-19,,
44620,3605,1,,Exposure of Sexual Organs,,,On or between 8-1-2018 & 9-30-2018,11,johnson-vx2,11-Apr-19,johnson-vx2,19-Jun-19
44621,7316,1,,,,,03/28/2018,6,bremer-tb2,01-Apr-19,,
44622,8027,1,,,,,,,torres-ap,25-Jun-19,,
44623,8027,1,,discriminatory conduct was not a moral character when misconduct occurred.,,,,,whiddon-km,23-Dec-19,whiddon-km,23-Jan-20
44624,2615,1,,,,2,1-28-2019,3,whiddon-km,02-Apr-19,whiddon-km,02-Apr-19
44625,7316,1,,,,,,,price-sl,02-Apr-19,,
44626,7316,1,,,,,,,price-sl,02-Apr-19,,
44627,7316,1,,,,,,,price-sl,02-Apr-19,,
44630,1350,1,,,,,4-30-2018,8,moon-mx1,13-May-19,,
44634,7318,1,,,,,On or between 11-12-2017 & 2-8-2018,3,johnson-vx2,06-May-19,,
44635,1360,1,,,,,03-28-2019,2,flakes-fj,19-Dec-19,,
44635,2907,1,,Over 200 Dollars Under 1000 Dollars,,,03-28-2019,6,flakes-fj,05-Apr-19,flakes-fj,11-Oct-19
44638,1361,1,,,,,2-14-2019,2,bremer-tb2,17-Jun-19,bremer-tb2,17-Jun-19
44641,4800,1,,Resisting or Obstructing an Officer Without Violence,,,03/02/2019,6,flakes-fj,03-Apr-19,,
44642,3625,1,,,,,"On or between December 8, 2016 and July 15, 2017",5,flakes-fj,04-Apr-19,flakes-fj,13-May-20
44644,8006,1,,,,,,,whiddon-km,16-Apr-19,,
44645,8026,1,,,,,,,whiddon-km,19-Jun-19,,
44647,7315,1,,Orange County Corrections Inmate Management Database.,,,Between 7-24-2017 & 10-1-2018,6,oconnell-ct,11-Jul-19,,
44648,7316,1,,,,,06/11/2018,6,flakes-fj,05-Apr-19,,
44649,7316,1,,,,,10/14/2018,8,flakes-fj,05-Apr-19,,
44650,7316,1,,,,,6/30/2018,8,flakes-fj,05-Apr-19,,
44651,7316,1,,,,,10/04/2018,6,flakes-fj,05-Apr-19,,
44652,2607,1,,,,,On or between 1-31-2019 & 2-1-2019,10,price-sl,15-Aug-19,price-sl,15-Aug-19
44653,2607,1,,,,,On or between 1-31-2019 & 2-1-2019,10,price-sl,15-Aug-19,price-sl,15-Aug-19
44654,1000,1,,,,1,4-28-2003,3,oconnell-ct,26-Jun-19,,
44654,1317,1,,,,1,4-28-2003,3,oconnell-ct,26-Jun-19,,
44654,1376,1,,,,1,4-28-2003,3,oconnell-ct,26-Jun-19,,
44654,2200,1,,with Assault or Battery,,1,4-28-2003,3,oconnell-ct,26-Jun-19,,
44654,4804,1,,Tampering and/or Fabricating,,1,4-28-2003,3,oconnell-ct,26-Jun-19,,
44655,7303,1,,Inmate,,,,,johnson-vx2,09-Apr-19,,
44657,5404,1,,,,,8/12/2017,7,price-sl,19-Apr-19,,
44658,1325,1,,,,,01/09/2016,8,flakes-fj,18-Apr-19,flakes-fj,18-Apr-19
44659,8025,1,,"State Attorney's Office declined to prosecute due to shooting being accidental in nature. All allegations sustained were agency policies, not moral character violations.",,,09/15/2016,,flakes-fj,18-Apr-19,,
44660,1360,1,,,,,7-18-2017,2,moon-mx1,10-Jul-19,moon-mx1,23-Jul-19
44661,7307,1,,,,,8/17/2017,8,flakes-fj,25-Apr-19,,
44662,5401,1,,with Injury,,,10/29/2017,8,price-sl,11-Apr-19,price-sl,15-May-19
44663,4805,1,,,,,9-2-2015,8,bremer-tb2,13-Jun-19,bremer-tb2,20-Aug-19
44664,1361,1,,,,,12-6-2016,2,bremer-tb2,14-Jun-19,,
44665,1325,1,,,,,11-3-2012,8,bremer-tb2,09-Apr-19,,
44666,8027,1,,,,,,,whiddon-km,22-Oct-20,,
44667,7316,1,,,,,,6,johnson-vx2,09-Apr-19,johnson-vx2,09-Apr-19
44668,7316,1,,,,,5-16-2018,6,johnson-vx2,09-Apr-19,johnson-vx2,28-May-19
44669,3564,1,,,,,4-2-2019,10,bremer-tb2,26-Jul-19,bremer-tb2,25-Jun-20
44670,7316,1,,,,,,6,johnson-vx2,09-Apr-19,,
44671,7316,1,,,,,,6,johnson-vx2,09-Apr-19,,
44672,7316,1,,,,,6-26-2018,6,johnson-vx2,09-Apr-19,johnson-vx2,28-May-19
44673,1317,1,,With a Deadly Weapon,,2,2-6-2019,3,johnson-vx2,09-Apr-19,collins-sx9,31-Mar-20
44673,5400,1,,Leaving the Scene of a Crash Involving Injury,,2,2-6-2019,3,johnson-vx2,09-Apr-19,collins-sx9,31-Mar-20
44674,8026,1,,,,,4-9-2019,,johnson-vx2,15-Apr-19,,
44675,1360,1,,,,,1-1-2019,2,johnson-vx2,10-Jun-19,,
44676,4801,1,,Without Violence,,,2/23/2019,6,johnson-vx2,09-Apr-19,johnson-vx2,09-Apr-19
44676,5311,2,,,,,2-23-2019,,johnson-vx2,09-Apr-19,,
44677,2610,1,,,,,on or between 11-1-2013 & 12-31-2014,8,moon-mx1,15-Aug-19,,
44678,1361,1,,on Person 65 Years or Older,,,1-20-2019,8,johnson-vx2,09-Apr-19,,
44679,1370,1,,,,,1-1-2014 to 2-3-2019,6,collins-sx9,15-Jan-20,collins-sx9,05-Feb-20
44679,4812,1,,Child abuse,,,1-1-2014 to 2-3-2019,,collins-sx9,24-Feb-20,collins-sx9,24-Feb-20
44680,2615,1,,"Making a materially false, fictitious and fraudulent statement",,1,7-31-2018,3,bremer-tb2,28-Jun-19,bremer-tb2,28-Jun-19
44681,3564,1,,,,,4/6/2019,8,price-sl,24-Apr-19,,
44682,3564,1,,,,,10-25-2018,10,bremer-tb2,27-Jan-20,bremer-tb2,01-Apr-20
44684,3564,1,,,,,3-29-2019,3,bremer-tb2,05-Jul-19,bremer-tb2,05-Jul-19
44685,8026,1,,,,,,,price-sl,11-Apr-19,,
44686,1361,1,,,,1,5-14-2019,2,bremer-tb2,23-Sep-19,bremer-tb2,28-Sep-20
44689,5404,1,,,,,4/6/2019,7,price-sl,11-Apr-19,,
44690,8026,1,,,,,,,price-sl,11-Apr-19,,
44691,7318,1,,,,,Between 6-3-2018 & 8-30-2018,3,collins-sx9,09-Jun-20,,
44692,7307,1,,,,,12-4-2019,8,bremer-tb2,13-Oct-20,whiddon-km,10-Nov-20
44692,7318,1,,,,,On or Between 11-20-2018 & 2-3-2019,3,whiddon-km,12-Nov-20,,
44694,7318,1,,,,,,,price-sl,05-Jun-19,,
44695,2607,1,,,,,9-17-2017,10,price-sl,26-Aug-19,whiddon-km,19-Nov-19
44697,1350,1,,,,,1-8-2019,8,bremer-tb2,18-Apr-19,,
44698,1315,1,,With intent to commit a felony,,3,between 1/1/2016 & 6/21/2018,10,collins-sx9,21-Apr-20,,
44699,3564,1,,,,,4-4-2019,10,oconnell-ct,20-Jun-19,,
44703,7318,1,,,,,on or before 07-29-2018,3,flakes-fj,11-Sep-20,,
44706,8027,1,,,,,10-14 through 10-15 2018,,flakes-fj,17-May-21,flakes-fj,17-May-21
44707,3605,1,,,,,4-9-2019,8,oconnell-ct,28-Jan-20,oconnell-ct,14-Jul-20
44710,2607,1,,,,,,,johnson-vx2,19-Apr-19,,
44710,7301,1,,,,,,,johnson-vx2,19-Apr-19,,
44711,2318,1,,,,,,,torres-ap,15-Jul-19,,
44712,8027,1,,,,,,,torres-ap,17-Apr-19,,
44719,3533,1,,,,,11-22-2018,10,whiddon-km,14-Jun-19,whiddon-km,13-Aug-19
44721,3809,1,,Aggravated Child Abuse,,2,2-24-2020,3,oconnell-ct,29-Apr-20,oconnell-ct,30-Jun-20
44722,5404,1,,,,,1/31/2019,7,johnson-vx2,16-Apr-19,johnson-vx2,16-Apr-19
44723,1317,1,,on Pregnant Victim,,,2/17/2019,10,johnson-vx2,16-Apr-19,collins-sx9,30-Sep-19
44724,5404,1,,,,,2-9-2019,7,johnson-vx2,16-Apr-19,torres-ap,16-Jul-19
44727,5408,1,,,,1,4-2-2019,7,lehman-rs,30-Mar-21,,
44728,1360,1,,(Slight to Moderate Physical Injury),,,3-15-2019,10,moon-mx1,24-Sep-19,,
44730,1360,1,,(Slight to Moderate Physical Injury),,,3-21-2019,10,torres-ap,29-Oct-20,,
44731,2317,1,,,,,3-31-2019,8,torres-ap,17-Apr-19,torres-ap,17-Jul-20
44732,3618,1,,,,1,5-13-2019,3,moon-mx1,15-Aug-19,,
44735,7302,1,,,,,,,torres-ap,17-Apr-19,,
44737,7302,1,,,,,,,torres-ap,17-Apr-19,,
44738,2317,1,,,,,On or between 8-1-2018 & 3-5-2019,8,johnson-vx2,17-Apr-19,johnson-vx2,25-Jun-19
44739,1361,1,,,,,3-18-2019,2,johnson-vx2,17-Apr-19,collins-sx9,14-Jul-20
44740,2907,2,,Less Than $1000,,,1-24-2019,6,collins-sx9,26-Mar-20,,
44741,1315,1,,3 Counts,,1,11-26-2019,3,johnson-vx2,17-Apr-19,torres-ap,02-Dec-20
44742,1350,1,,,,,1-10-2019,8,whiddon-km,01-Jul-19,whiddon-km,26-Jul-19
44744,1360,1,,,,,3-27-2019,2,moon-mx1,11-Jul-19,,
44745,3707,1,,Soliciting a Child for Unlawful Sexual Conduct Using Computer Service or Electronic Device,,2,1-8-2020,3,price-sl,17-Apr-19,price-sl,10-Dec-20
44745,4805,1,,Tampering with a Witness or Informant,,2,1/8/2020,3,price-sl,07-Nov-19,price-sl,10-Dec-20
44746,5404,1,,,,,4-17-2019,7,price-sl,17-Apr-19,price-sl,03-Dec-19
44749,5404,1,,With Property Damage,,,4-11-2019,7,bremer-tb2,18-Apr-19,bremer-tb2,31-Mar-20
44752,2607,1,,,,,6-6-2015,10,price-sl,21-Sep-20,price-sl,15-Jan-21
44753,3586,1,,Opiates (morphine),,,2-28-2018,10,bremer-tb2,24-Oct-19,bremer-tb2,03-Dec-19
44754,3564,1,,,,,2-28-2018,10,oconnell-ct,12-Aug-19,,
44755,3562,1,,not more than 20 grams,,1,4-16-2019,3,moon-mx1,13-May-19,moon-mx1,13-Aug-19
44755,3587,1,,,,1,4-16-2019,6,moon-mx1,13-May-19,moon-mx1,13-Aug-19
44758,5404,1,,,,,04-15-2019,7,moon-mx1,15-May-19,,
44760,1370,1,,,,1,5-14-2019,6,collins-sx9,20-Aug-19,,
44761,2907,1,,,,,4-3-2019,6,johnson-vx2,19-Apr-19,collins-sx9,03-Jan-20
44763,2317,1,,,,,7/23/2018,8,price-sl,15-May-19,,
44764,5213,1,,Discharging a Firearm in Public,,,10-28-2018,2,whiddon-km,01-Jul-19,,
44765,1350,1,,,,,8-18-2018,8,flakes-fj,26-Apr-19,flakes-fj,30-Jan-20
44765,7310,1,,,,,8-18-2018,10,flakes-fj,20-Jun-19,flakes-fj,30-Jan-20
44767,2615,1,,,,,Between 8-17-2017 &8-27-2017,10,bremer-tb2,08-Jul-19,,
44768,1350,1,,,,,,,oconnell-ct,10-Jul-19,,
44769,5003,1,,,,,4-10-2019,10,bremer-tb2,26-Apr-19,,
44770,1361,1,,,,,,,torres-ap,13-Jun-19,,
44771,5012,1,,,,,3-18-2019,9,johnson-vx2,23-Apr-19,,
44772,7316,1,,,,,,,oconnell-ct,10-Jul-19,,
44773,2600,1,,False Verification of Ownership (2 counts),,1,10-15-2019,3,johnson-vx2,24-Apr-19,mckee-dl,10-Mar-21
44774,1360,1,,Slight to moderate physical injury,,,4-1-2019,10,collins-sx9,18-Dec-19,mckee-dl,24-Feb-21
44775,1360,1,,Slight to Moderate Physical Injury,,2,4/20/2019,10,collins-sx9,06-Apr-20,lehman-rs,04-Jan-21
44776,3616,1,,(2 counts),,1,12-11-2019,3,bremer-tb2,13-Jan-20,bremer-tb2,13-Jan-20
44777,7316,1,,,,,6-4-2018,6,moon-mx1,24-Apr-19,,
44778,7316,1,,,,,8-14-2018,6,moon-mx1,24-Apr-19,,
44779,1325,1,,,,,3-29-2019,8,moon-mx1,06-Jun-19,moon-mx1,06-Jun-19
44781,1361,1,,,,,1-11-2019,2,oconnell-ct,26-Feb-20,,
44782,1361,1,,BATTERY ON PERSON 65 YEAR,,,04-16-2019,8,flakes-fj,26-Apr-19,flakes-fj,17-Sep-20
44782,1361,2,,BATTERY-CAUSE BODILY HARM,,,04-16-2019,,flakes-fj,26-Apr-19,flakes-fj,17-Sep-20
44783,8026,1,,,,,,,torres-ap,13-Jun-19,,
44785,7316,1,,,,,2/5/2018,6,flakes-fj,26-Apr-19,,
44787,5801,1,,,,2,10-16-2019,3,bremer-tb2,24-Oct-19,bremer-tb2,24-Oct-19
44789,1361,1,,,,,02-17-2019,2,flakes-fj,09-May-19,flakes-fj,27-Feb-20
44796,5404,1,,,,,,,whiddon-km,01-May-19,,
44799,1360,1,,(slight to moderate victim injury),,,4-28-2019,2,collins-sx9,26-Dec-19,lehman-rs,29-Sep-20
44799,2907,1,,,,,4-28-2019,6,collins-sx9,26-Dec-19,collins-sx9,26-Dec-19
44800,1361,1,,,,,4/25/2019,2,johnson-vx2,01-May-19,lehman-rs,04-Jan-21
44802,1022,1,,,,,10-03-2018,8,flakes-fj,26-Aug-19,flakes-fj,21-Nov-19
44802,1361,1,,,,,10-03-2018,2,flakes-fj,09-May-19,flakes-fj,21-Nov-19
44803,5707,1,,in Structure or Conveyance,,,3-25-2019,6,whiddon-km,21-Nov-19,,
44804,1360,1,,(slight to moderate injuries),,,4-18-2019,10,whiddon-km,10-Oct-20,whiddon-km,10-Oct-20
44806,2318,1,,,,,4-24-2019,,johnson-vx2,02-May-19,,
44807,5404,2,,with Property Damage,,,4/28/2019,7,collins-sx9,09-Apr-20,,
44808,5012,1,,,,,1/16/2019,9,price-sl,02-May-19,price-sl,29-May-19
44809,1350,1,,,,,8-10-2016,8,bremer-tb2,03-Jul-19,bremer-tb2,23-Sep-19
44811,3809,1,,Aggravated Child Abuse,,,3-27-2019,3,oconnell-ct,03-Jan-20,,
44812,5802,1,,,,,On or between 10-18-2018 & 11-11-2018,8,whiddon-km,10-Jun-19,whiddon-km,08-Jul-20
44812,7305,1,,- Acceptance of Unauthorized Compensation,,,On or between 10-18-2018 & 11-11-2018,8,whiddon-km,08-Jul-20,,
44814,3594,1,,,,,04-03-2019,10,flakes-fj,06-Jun-19,flakes-fj,27-Feb-20
44815,8027,1,,,,,,,whiddon-km,10-Feb-20,,
44816,8026,1,,,,,,,price-sl,03-May-19,,
44817,1325,1,,,,,10-8-2018,8,bremer-tb2,06-May-19,,
44818,1375,1,,,,,Between 3-10-2019 & 4-19-2019,10,bremer-tb2,06-May-19,bremer-tb2,10-Oct-19
44819,5404,1,,,,,4-26-2019,7,bremer-tb2,06-May-19,bremer-tb2,29-May-19
44820,1350,1,,,,,1-10-2019,8,whiddon-km,01-Jul-19,whiddon-km,26-Jul-19
44821,1350,1,,,,,,,whiddon-km,01-Jul-19,,
44822,7310,1,,,,,3/30/2018,6,flakes-fj,08-May-19,,
44823,7310,1,,,,,3/30/2018,6,flakes-fj,08-May-19,,
44824,7310,1,,,,,3/30/2018,6,flakes-fj,08-May-19,,
44826,7307,1,,,,,4/3/2018,8,price-sl,10-Jun-19,,
44828,7316,1,,,,,On or Between 1-16-2018 & 11-30-2018,6,bremer-tb2,06-May-19,bremer-tb2,06-May-19
44830,5012,1,,,,,05/04/219,9,bremer-tb2,07-May-19,,
44831,7303,1,,Detainee - Oral Communication (2 Counts),,,9-10-2018; 10-7-2018,3,oconnell-ct,18-Sep-19,oconnell-ct,18-Sep-19
44832,8026,1,,,,,04/26/2019,,flakes-fj,23-May-19,,
44833,8026,1,,,,,,,whiddon-km,24-Jun-19,,
44834,2318,1,,300 Less than 5K Dollars,,2,11-20-2020,3,flakes-fj,08-May-19,flakes-fj,29-Jan-21
44835,5401,1,,Hit and Run - Accident Unattended Vehicle or Property without Leaving ID,,1,4/25/2019,,flakes-fj,08-May-19,flakes-fj,20-Aug-19
44836,1376,1,,Follow Harass Cyberstalk After Injunction,,2,11-27-2019,3,oconnell-ct,25-Feb-20,oconnell-ct,25-Feb-20
44837,5404,1,,,,,5-5-2019,10,oconnell-ct,09-Dec-19,lehman-rs,24-Jun-20
44838,5405,1,,Reckless Driving with Serious Bodily Injury (Felony) 316.192 3c2,,2,11-20-2019,3,oconnell-ct,23-Mar-20,,
44839,2600,1,,False Verification Ownership to Pawnbroker,,2,7/-18-2019,3,johnson-vx2,08-May-19,lehman-rs,04-Jan-21
44840,5003,1,,in an Official Proceeding,,,4-10-2019,10,bremer-tb2,12-Jul-19,bremer-tb2,27-Aug-19
44843,4801,1,,without violence,,,4-30-2019,6,bremer-tb2,16-Aug-19,bremer-tb2,16-Aug-19
44844,5218,1,,,,,10-30-2018,4,johnson-vx2,13-May-19,collins-sx9,30-Sep-19
44845,5404,1,,With Property Damage,,,2-11-2019,7,bremer-tb2,09-May-19,bremer-tb2,04-Apr-20
44847,3586,1,,Amphetamine,,,12-21-2018,10,bremer-tb2,09-May-19,bremer-tb2,09-May-19
44848,1360,1,,,,,1-1-2019,2,bremer-tb2,18-Jul-19,,
44850,1363,1,,,,,2-13-2018,10,flakes-fj,13-May-19,flakes-fj,20-May-20
44851,5212,1,,Sexual Performance by a Child (20 Counts),,3,2-26-2020,3,oconnell-ct,29-Apr-20,oconnell-ct,29-Apr-20
44854,1325,1,,,,,03/03/2018,8,flakes-fj,03-Jun-19,,
44855,7303,1,,an Inmate-Written Communication,,,11-21-2017,3,bremer-tb2,16-May-19,bremer-tb2,30-Jun-20
44856,2607,1,,,,,3-21-2019,10,collins-sx9,03-Sep-20,bremer-tb2,02-Dec-20
44857,1317,1,,,,,,,price-sl,14-May-19,,
44858,1361,1,,,,,4/22/2019,2,collins-sx9,23-Jul-20,,
44859,4801,1,,without violence,,,10/5/2018,6,price-sl,15-May-19,price-sl,13-Jun-19
44860,2607,1,,,,,11-20-2018,10,bremer-tb2,19-Jul-19,bremer-tb2,22-Jul-19
44861,5709,1,,,,,11-25-2018,8,moon-mx1,26-Jul-19,moon-mx1,01-Oct-19
44862,3616,1,,,,,"On or between June 1, 2015 and December 31, 2015",3,flakes-fj,12-Aug-20,,
44862,3617,1,,2 counts,,,"On or between June 1, 2015 and December 31, 2015",3,flakes-fj,15-May-19,flakes-fj,22-Jun-20
44863,3616,1,,,,,"On or between June 1, 2015 and December 31, 2015",3,flakes-fj,12-Aug-20,,
44863,3617,1,,,,,"On or between June 1, 2015 and December 31, 2015",3,flakes-fj,15-May-19,flakes-fj,22-Jun-20
44864,3597,1,,,,,03/28/2019,10,flakes-fj,03-Jun-19,,
44867,2607,1,,,,,,,torres-ap,15-Aug-19,torres-ap,24-Oct-19
44868,2607,1,,During the Employment Application Process,,,On or between 1-7-2018 & 6-28-2018,8,whiddon-km,19-Aug-19,whiddon-km,19-Jul-20
44869,8026,1,,,,,05/08/2019,,flakes-fj,23-May-19,,
44870,1325,1,,,,,5-6-2015,,bremer-tb2,17-May-19,,
44871,1325,1,,,,,9-15-2017,8,moon-mx1,11-Jun-19,,
44873,2314,1,,(Conspiracy),,1,1-17-2020,3,moon-mx1,02-Jun-20,,
44875,2607,1,,,,,10-16-2018,,bremer-tb2,25-Jul-19,bremer-tb2,26-Jul-19
44878,2318,1,,,,,On or between 3-21-2018 & 7-18-2018,3,torres-ap,22-Aug-19,,
44879,7316,1,,,,,10-5-2017; 3-1-2018,6,bremer-tb2,22-Aug-19,bremer-tb2,23-Aug-19
44880,5003,1,,,,,,,whiddon-km,12-Jun-19,,
44881,1363,1,,,,,,,whiddon-km,10-Jun-19,,
44882,1360,1,,,,,,,whiddon-km,13-Jun-19,whiddon-km,13-Jun-19
44883,1350,1,,,,,12-3-2018,8,torres-ap,13-Jun-19,torres-ap,12-Aug-19
44884,5802,1,,,,,,,oconnell-ct,22-May-20,,
44885,5707,1,,,,,05-07-2019,6,flakes-fj,22-May-19,flakes-fj,03-Dec-19
44886,5801,1,,Introduction of Contraband into State Correctional Institution.,,2,9-24-2019,3,oconnell-ct,05-Dec-19,,
44892,2317,1,,,,,03-31-2019,8,flakes-fj,03-Jun-19,flakes-fj,27-Feb-20
44893,8027,1,,,,,,,torres-ap,24-Oct-19,torres-ap,24-Oct-19
44895,5404,1,,,,,5-11-2019,7,bremer-tb2,14-Nov-19,bremer-tb2,02-Jan-20
44896,5212,1,,Make/Possess destructive Device,,1,12-19-2019,3,bremer-tb2,17-Feb-20,,
44897,1360,1,,,,,5-6-2019,2,bremer-tb2,28-May-19,bremer-tb2,12-Sep-19
44900,2607,1,,,,,3-18-2018,10,torres-ap,23-Aug-19,,
44901,3594,1,,,,,3-27-2019,10,collins-sx9,18-Sep-19,collins-sx9,02-Dec-19
44903,1325,1,,,,,9-26-2018,8,moon-mx1,11-Jun-19,,
44904,3564,1,,,,,04/03/2019,10,flakes-fj,06-Jun-19,,
